,degree,num_knots,lambda_df_diff,num_hidden_layers,layer_size_factor,output_size_factor,learning_rate,momentum,dropout_rate,mean_test_score,std_test_score,rank_test_score
45,2,4,0,4,1.3252151004510007,1.1808977295101135,0.02567720381386744,0.016587798942960703,0.007731771813832848,0.5467988500920324,0.051499024131495826,40
6,2,4,0,4,1.7942696863674978,1.3761318651785137,0.005197149437687764,0.031327656320090706,0.0011902551995744838,0.5409802474232868,0.08712642605121572,41
36,2,4,0,4,1.0955483251386,1.0428650492346472,0.021284157169088495,0.004358771437522686,0.06800071507962595,0.5407598289482184,0.058264142464150404,42
5,2,4,0,3,1.935564104282712,1.97590862694756,0.010731493719785217,0.0010165354691864914,0.013759289278223646,0.5348414177517603,0.03241399919604349,43
17,2,4,0,2,1.845785847800855,1.0744614365555454,0.019605766010543,0.004871534256137817,0.0911198188237353,0.534213687350604,0.05744537515430065,44
2,2,4,0,4,1.8335795840581404,1.4121082152389697,0.08205190552892956,0.005446140912512392,0.04519976091865534,0.5270930618811173,0.04547157045250921,45
28,2,4,0,2,1.9377429771446821,1.4194044687137697,0.04420292928735158,0.0691230237437664,0.01810694856940146,0.5248682405644076,0.030350972340112768,46
43,2,4,0,4,1.4712892832655642,1.431718192932737,0.00456189112771823,0.001625233590761532,0.006428668024138077,0.5232590224980271,0.07042384027060182,47
8,2,4,0,4,1.6685187378675947,1.7385189376647119,0.022224359779553345,0.013938026321125273,0.009561154829307649,0.5215264835777974,0.0587266490711931,48
22,2,4,0,3,1.9052441716549025,1.7812308804892836,0.013171372222194971,0.00165219902500713,0.0034037650047026597,0.49542269936922034,0.024388517483275415,49
41,2,4,0,5,1.4765296780531572,1.7083886982368504,0.016661967031355283,0.0379946147980322,0.003013354859505323,0.47265871928367753,0.022736176881055285,50
