,degree,num_knots,lambda_df_diff,num_hidden_layers,layer_size_factor,output_size_factor,learning_rate,momentum,dropout_rate,mean_test_score,std_test_score,rank_test_score
47,3,1,2,5,1.3786225463362687,1.3472706011464048,0.04384966593397554,0.026987436512573636,0.04060768664455192,0.5522714575444378,0.07644492517869673,23
36,3,1,2,4,1.0955483251386,1.0428650492346472,0.021284157169088495,0.004358771437522686,0.06800071507962595,0.5516797409654164,0.04403210002275138,24
16,3,1,2,2,1.1306377016609184,1.289447526767705,0.008032674680392338,0.0024476503754580865,0.01785725241227625,0.5506331401386892,0.05135407390783786,25
15,3,1,2,4,1.3688408285992637,1.8714382738423947,0.01654588969012896,0.008326444807422298,0.0013518110335899905,0.5497793185010937,0.05166556150188253,26
3,3,1,2,5,1.8251733703727249,1.2924994740953817,0.001750381969694927,0.014764963056700853,0.004238513121957955,0.548904869002871,0.019927813800168143,27
9,3,1,2,4,1.9018496184214533,1.2052238453808366,0.09979973778155535,0.06548734817421784,0.0036499334589685747,0.547362207127039,0.06470417934406587,28
46,3,1,2,3,1.6499845992922144,1.4771384625080919,0.01795140225462128,0.03669717205079638,0.005328238883507852,0.5466684856858121,0.03037525451794751,29
42,3,1,2,4,1.34950526089819,1.8627047546840025,0.01232178697867336,0.02524781502800944,0.062455032865774134,0.5456627156626087,0.048607591360511855,30
40,3,1,2,2,1.3058171650374013,1.3738085071979742,0.02733293562856972,0.014042571271956078,0.09504163405158954,0.5442241532515946,0.0408174929399877,31
6,3,1,2,4,1.7942696863674978,1.3761318651785137,0.005197149437687764,0.031327656320090706,0.0011902551995744838,0.5436267520194061,0.05512417643371634,32
17,3,1,2,2,1.845785847800855,1.0744614365555454,0.019605766010543,0.004871534256137817,0.0911198188237353,0.5421311919095311,0.038345722688105266,33
39,3,1,2,4,1.4079646105179457,1.039216163396887,0.009404522660573306,0.003937893274047298,0.012371243655023468,0.541874353014132,0.0777805840059665,34
2,3,1,2,4,1.8335795840581404,1.4121082152389697,0.08205190552892956,0.005446140912512392,0.04519976091865534,0.5391105748798197,0.053877143908807774,35
11,3,1,2,3,1.1665107585278682,1.603225200773697,0.05650743337202148,0.009542905120742892,0.024586303181506102,0.5354894832463245,0.04323811289181484,36
27,3,1,2,4,1.972092728906004,1.1031002905622904,0.032112334234232785,0.02348682643679382,0.003464244955335397,0.5337334118004078,0.06940272267533236,37
19,3,1,2,2,1.2905211198552018,1.7712856213032948,0.02621264444230953,0.04588237119222022,0.006396105779538666,0.5312219095149345,0.047274411885775476,38
37,3,1,2,2,1.5731644369985887,1.2248663015726233,0.011153291568861691,0.009995308359160054,0.011331305602728237,0.5281123614162917,0.03776572153693763,39
1,3,1,2,4,1.455997181292266,1.83135342077619,0.07048763739937554,0.007613514715885499,0.0014389599373507006,0.527101620892785,0.03876096278470968,40
48,3,1,2,3,1.7094749072152289,1.1251871075460664,0.02264590077558475,0.006303829725562583,0.0585247748005107,0.5262608526914403,0.039036387593017,41
14,3,1,2,5,1.9661620512072584,1.1815581422915882,0.004410908747831637,0.0038577729604752334,0.0015583296315782784,0.5244999717600168,0.05910896490799426,42
8,3,1,2,4,1.6685187378675947,1.7385189376647119,0.022224359779553345,0.013938026321125273,0.009561154829307649,0.5236588403597213,0.047287931153508704,43
22,3,1,2,3,1.9052441716549025,1.7812308804892836,0.013171372222194971,0.00165219902500713,0.0034037650047026597,0.5175530120118906,0.01967311802154997,44
26,3,1,2,4,1.4675362344267553,1.39509190061951,0.004533291238749022,0.0010191773806932833,0.008202913092385028,0.5156084758509423,0.04786287807089016,45
7,3,1,2,2,1.5639975002511275,1.3637036253979742,0.013327350968259537,0.01387779898677436,0.049157847360083176,0.5145179318293698,0.015807176104436483,46
28,3,1,2,2,1.9377429771446821,1.4194044687137697,0.04420292928735158,0.0691230237437664,0.01810694856940146,0.5082459960886743,0.007865522795868518,47
5,3,1,2,3,1.935564104282712,1.97590862694756,0.010731493719785217,0.0010165354691864914,0.013759289278223646,0.5045135182377505,0.0196608595845396,48
33,3,1,2,5,1.5666096628145487,1.0743713502372232,0.004783746650327365,0.0021983657523302535,0.01638857649396361,0.5038873511687704,0.013064539986398858,49
38,3,1,2,5,1.237487029239874,1.1083618909716604,0.098844323918773,0.0026606182617909604,0.02298469726800922,0.4973698068674974,0.005850459029306194,50
