,degree,num_knots,lambda_df_diff,num_hidden_layers,layer_size_factor,output_size_factor,learning_rate,momentum,dropout_rate,mean_test_score,std_test_score,rank_test_score
17,3,4,2,2,1.845785847800855,1.0744614365555454,0.019605766010543,0.004871534256137817,0.0911198188237353,0.5267112206208301,0.0403603746008732,24
36,3,4,2,4,1.0955483251386,1.0428650492346472,0.021284157169088495,0.004358771437522686,0.06800071507962595,0.526431079412144,0.08368871615096204,25
46,3,4,2,3,1.6499845992922144,1.4771384625080919,0.01795140225462128,0.03669717205079638,0.005328238883507852,0.5261248748326415,0.024591463716716444,26
15,3,4,2,4,1.3688408285992637,1.8714382738423947,0.01654588969012896,0.008326444807422298,0.0013518110335899905,0.5255206399567962,0.04629656048865745,27
30,3,4,2,4,1.0802589116076757,1.617287359513611,0.003965208437044609,0.005397828080722015,0.007117455671040481,0.5210482706782534,0.03543707830106028,28
39,3,4,2,4,1.4079646105179457,1.039216163396887,0.009404522660573306,0.003937893274047298,0.012371243655023468,0.5210261862663389,0.009761362321704733,29
42,3,4,2,4,1.34950526089819,1.8627047546840025,0.01232178697867336,0.02524781502800944,0.062455032865774134,0.5209858665821976,0.028196398512867756,30
6,3,4,2,4,1.7942696863674978,1.3761318651785137,0.005197149437687764,0.031327656320090706,0.0011902551995744838,0.5204079049515644,0.0491698350807588,31
35,3,4,2,2,1.4328513749166418,1.0379770783719782,0.024870902090759973,0.0618127095641753,0.0717281249060105,0.5194242950600328,0.03100895600650392,32
37,3,4,2,2,1.5731644369985887,1.2248663015726233,0.011153291568861691,0.009995308359160054,0.011331305602728237,0.5190670672022141,0.015798310221955922,33
2,3,4,2,4,1.8335795840581404,1.4121082152389697,0.08205190552892956,0.005446140912512392,0.04519976091865534,0.5188586424545178,0.023217994063560267,34
22,3,4,2,3,1.9052441716549025,1.7812308804892836,0.013171372222194971,0.00165219902500713,0.0034037650047026597,0.5187408444999494,0.04758680407008087,35
25,3,4,2,5,1.664235233282756,1.2539298550368883,0.004903592165867939,0.011549664189931433,0.02621735454887417,0.5171331893205522,0.05698325751616506,36
43,3,4,2,4,1.4712892832655642,1.431718192932737,0.00456189112771823,0.001625233590761532,0.006428668024138077,0.5155724508050089,0.03582109827330283,37
18,3,4,2,5,1.4489088131338845,1.84767185209956,0.010451635866105768,0.03539976099736961,0.0011237599058936214,0.5123285066549657,0.031856486608935176,38
32,3,4,2,3,1.7938813405123657,1.545517224577245,0.04519230207507116,0.07481218366796343,0.004890731371826987,0.5108846097591161,0.02956675668761788,39
27,3,4,2,4,1.972092728906004,1.1031002905622904,0.032112334234232785,0.02348682643679382,0.003464244955335397,0.5108136722134089,0.054088463157180425,40
48,3,4,2,3,1.7094749072152289,1.1251871075460664,0.02264590077558475,0.006303829725562583,0.0585247748005107,0.5108044463946175,0.005681764842758531,41
28,3,4,2,2,1.9377429771446821,1.4194044687137697,0.04420292928735158,0.0691230237437664,0.01810694856940146,0.5088773753670639,0.03858906700837286,42
11,3,4,2,3,1.1665107585278682,1.603225200773697,0.05650743337202148,0.009542905120742892,0.024586303181506102,0.5074544615834655,0.01102284658705987,43
38,3,4,2,5,1.237487029239874,1.1083618909716604,0.098844323918773,0.0026606182617909604,0.02298469726800922,0.5052757619738751,0.030507067690134216,44
33,3,4,2,5,1.5666096628145487,1.0743713502372232,0.004783746650327365,0.0021983657523302535,0.01638857649396361,0.5048186988133658,0.03570125826269328,45
8,3,4,2,4,1.6685187378675947,1.7385189376647119,0.022224359779553345,0.013938026321125273,0.009561154829307649,0.5042403325795164,0.021417837324300054,46
1,3,4,2,4,1.455997181292266,1.83135342077619,0.07048763739937554,0.007613514715885499,0.0014389599373507006,0.5040723551715214,0.031343300873188054,47
26,3,4,2,4,1.4675362344267553,1.39509190061951,0.004533291238749022,0.0010191773806932833,0.008202913092385028,0.5023189995612111,0.03575228271197905,48
40,3,4,2,2,1.3058171650374013,1.3738085071979742,0.02733293562856972,0.014042571271956078,0.09504163405158954,0.49977436122455865,0.01674956373124085,49
7,3,4,2,2,1.5639975002511275,1.3637036253979742,0.013327350968259537,0.01387779898677436,0.049157847360083176,0.4940886691193843,0.036778471382292725,50
